3,3,Stuart,7,IN
3,3,Victoria,4,OUT
3,3,James,1,STAR BAKER
3,3,Natasha,NA,NA
3,3,Peter,NA,NA
3,4,Cathryn,3,IN
3,4,Danny,2,IN
3,4,James,5,IN
3,4,John,6,IN
3,4,Manisha,9,IN
3,4,Ryan,7,IN
3,4,Sarah-Jane,4,IN
3,4,Stuart,8,OUT
3,4,Brendan,1,STAR BAKER
3,4,Natasha,NA,NA
3,4,Peter,NA,NA
3,4,Victoria,NA,NA
3,5,Brendan,3,IN
3,5,Cathryn,1,IN
3,5,Danny,7,IN
3,5,James,6,IN
3,5,John,2,IN
3,5,Sarah-Jane,4,IN
3,5,Manisha,5,OUT
3,5,Ryan,8,STAR BAKER
3,5,Natasha,NA,NA
3,5,Peter,NA,NA
3,5,Stuart,NA,NA
3,5,Victoria,NA,NA
3,6,Cathryn,3,IN
3,6,Danny,2,IN
3,6,James,7,IN
3,6,John,5,IN
3,6,Ryan,6,IN
3,6,Sarah-Jane,4,IN
3,6,Brendan,1,STAR BAKER
3,6,Manisha,NA,NA
3,6,Natasha,NA,NA
3,6,Peter,NA,NA
3,6,Stuart,NA,NA
3,6,Victoria,NA,NA
3,7,Brendan,4,IN
3,7,Cathryn,5,IN
3,7,James,1,IN
3,7,John,3,IN
3,7,Ryan,6,OUT
3,7,Sarah-Jane,7,OUT
3,7,Danny,2,STAR BAKER
3,7,Manisha,NA,NA
3,7,Natasha,NA,NA
3,7,Peter,NA,NA
3,7,Stuart,NA,NA
3,7,Victoria,NA,NA
3,8,Brendan,2,IN
3,8,Danny,4,IN
3,8,John,3,IN
3,8,Cathryn,5,OUT
3,8,James,1,STAR BAKER
3,8,Manisha,NA,NA
3,8,Natasha,NA,NA
3,8,Peter,NA,NA
3,8,Ryan,NA,NA
3,8,Sarah-Jane,NA,NA
3,8,Stuart,NA,NA
3,8,Victoria,NA,NA
3,9,Brendan,3,IN
3,9,John,2,IN
3,9,Danny,4,OUT
3,9,James,1,STAR BAKER
3,9,Cathryn,NA,NA
3,9,Manisha,NA,NA
3,9,Natasha,NA,NA
3,9,Peter,NA,NA
3,9,Ryan,NA,NA
3,9,Sarah-Jane,NA,NA
3,9,Stuart,NA,NA
3,9,Victoria,NA,NA
3,10,Brendan,2,Runner-up
3,10,James,1,Runner-up
3,10,John,2,WINNER
3,10,Cathryn,NA,NA
3,10,Danny,NA,NA
3,10,Manisha,NA,NA
3,10,Natasha,NA,NA
3,10,Peter,NA,NA
3,10,Ryan,NA,NA
3,10,Sarah-Jane,NA,NA
3,10,Stuart,NA,NA
3,10,Victoria,NA,NA
4,1,Ali,11,IN
4,1,Beca,8,IN
4,1,Christine,3,IN
4,1,Deborah,9,IN
4,1,Frances,7,IN
4,1,Glenn,4,IN
4,1,Howard,6,IN
4,1,Kimberley,10,IN
4,1,Lucy,2,IN
4,1,Mark,5,IN
4,1,Ruby,12,IN
4,1,Toby,13,OUT
4,1,Robert,1,STAR BAKER
4,2,Ali,9,IN
4,2,Beca,11,IN
4,2,Christine,4,IN
4,2,Deborah,8,IN
4,2,Frances,2,IN
4,2,Glenn,7,IN
4,2,Howard,10,IN
4,2,Kimberley,1,IN
4,2,Mark,6,IN
4,2,Robert,5,IN
4,2,Lucy,12,OUT
4,2,Ruby,3,STAR BAKER
4,2,Toby,NA,NA
4,3,Ali,5,IN
4,3,Beca,10,IN
4,3,Frances,8,IN
4,3,Glenn,1,IN
4,3,Howard,7,IN
4,3,Kimberley,6,IN
4,3,Robert,2,IN
4,3,Ruby,3,IN
4,3,Deborah,9,OUT
4,3,Mark,11,OUT
4,3,Christine,4,STAR BAKER
4,3,Lucy,NA,NA
4,3,Toby,NA,NA
4,4,Beca,2,IN
4,4,Christine,7,IN
4,4,Frances,1,IN
4,4,Glenn,9,IN
4,4,Howard,5,IN
4,4,Robert,3,IN
4,4,Ruby,6,IN
4,4,Ali,8,OUT
4,4,Kimberley,4,STAR BAKER
4,4,Deborah,NA,NA
4,4,Lucy,NA,NA
4,4,Mark,NA,NA
4,4,Toby,NA,NA
4,5,Beca,5,IN
4,5,Frances,3,IN
4,5,Glenn,2,IN
4,5,Howard,8,IN
4,5,Kimberley,7,IN
4,5,Ruby,6,IN
4,5,Robert,4,OUT
4,5,Christine,1,STAR BAKER
4,5,Ali,NA,NA
4,5,Deborah,NA,NA
4,5,Lucy,NA,NA
4,5,Mark,NA,NA
4,5,Toby,NA,NA
4,6,Beca,6,IN
4,6,Christine,4,IN
4,6,Frances,2,IN
4,6,Glenn,5,IN
4,6,Kimberley,3,IN
4,6,Howard,7,OUT
4,6,Ruby,1,STAR BAKER
4,6,Ali,NA,NA
4,6,Deborah,NA,NA
4,6,Lucy,NA,NA
4,6,Mark,NA,NA
4,6,Robert,NA,NA
4,6,Toby,NA,NA
4,7,Beca,1,IN
4,7,Christine,6,IN
4,7,Kimberley,4,IN
4,7,Ruby,2,IN
4,7,Glenn,3,OUT
4,7,Frances,5,STAR BAKER
4,7,Ali,NA,NA
4,7,Deborah,NA,NA
4,7,Howard,NA,NA
4,7,Lucy,NA,NA
4,7,Mark,NA,NA
4,7,Robert,NA,NA
4,7,Toby,NA,NA
4,8,Beca,4,IN
4,8,Frances,3,IN
4,8,Kimberley,2,IN
4,8,Christine,5,OUT
4,8,Ruby,1,STAR BAKER
4,8,Ali,NA,NA
4,8,Deborah,NA,NA
4,8,Glenn,NA,NA
4,8,Howard,NA,NA
4,8,Lucy,NA,NA
4,8,Mark,NA,NA
4,8,Robert,NA,NA
4,8,Toby,NA,NA
4,9,Frances,2,IN
4,9,Ruby,4,IN
4,9,Beca,3,OUT
4,9,Kimberley,1,STAR BAKER
4,9,Ali,NA,NA
4,9,Christine,NA,NA
4,9,Deborah,NA,NA
4,9,Glenn,NA,NA
4,9,Howard,NA,NA
4,9,Lucy,NA,NA
4,9,Mark,NA,NA
4,9,Robert,NA,NA
4,9,Toby,NA,NA
4,10,Kimberley,1,Runner-up
4,10,Ruby,2,Runner-up
4,10,Frances,3,WINNER
4,10,Ali,NA,NA
4,10,Beca,NA,NA
4,10,Christine,NA,NA
4,10,Deborah,NA,NA
4,10,Glenn,NA,NA
4,10,Howard,NA,NA
4,10,Lucy,NA,NA
4,10,Mark,NA,NA
4,10,Robert,NA,NA
4,10,Toby,NA,NA
5,1,Chetna,3,IN
5,1,Diana,5,IN
5,1,Enwezor,9,IN
5,1,Iain,4,IN
5,1,Jordan,12,IN
5,1,Kate,6,IN
5,1,Luis,7,IN
5,1,Martha,2,IN
5,1,Norman,11,IN
5,1,Richard,10,IN
5,1,Claire,8,OUT
5,1,Nancy,1,STAR BAKER
5,2,Chetna,8,IN
5,2,Diana,7,IN
5,2,Iain,11,IN
5,2,Jordan,6,IN
5,2,Kate,4,IN
5,2,Luis,3,IN
5,2,Martha,5,IN
5,2,Nancy,2,IN
5,2,Norman,10,IN
5,2,Enwezor,9,OUT
5,2,Richard,1,STAR BAKER
5,2,Claire,NA,NA
5,3,Chetna,8,IN
5,3,Diana,7,IN
5,3,Iain,9,IN
5,3,Kate,1,IN
5,3,Martha,3,IN
5,3,Nancy,5,IN
5,3,Norman,4,IN
5,3,Richard,6,IN
5,3,Jordan,10,OUT
5,3,Luis,2,STAR BAKER
5,3,Claire,NA,NA
5,3,Enwezor,NA,NA
5,4,Chetna,3,IN
5,4,Diana,9,IN
5,4,Kate,7,IN
5,4,Luis,2,IN
5,4,Martha,1,IN
5,4,Nancy,4,IN
5,4,Norman,8,IN
5,4,Iain,6,OUT
5,4,Richard,5,STAR BAKER
5,4,Claire,NA,NA
5,4,Enwezor,NA,NA
5,4,Jordan,NA,NA
5,5,Chetna,2,IN
5,5,Luis,6,IN
5,5,Martha,1,IN
5,5,Nancy,4,IN
5,5,Richard,7,IN
5,5,Norman,5,OUT
5,5,Kate,3,STAR BAKER
5,5,Diana,NA,WD
5,5,Claire,NA,NA
5,5,Enwezor,NA,NA
5,5,Iain,NA,NA
5,5,Jordan,NA,NA
5,6,Diana,NA,IN
5,6,Kate,6,IN
5,6,Luis,3,IN
5,6,Martha,4,IN
5,6,Nancy,1,IN
5,6,Richard,5,IN
5,6,Chetna,2,STAR BAKER
5,6,Claire,NA,NA
5,6,Enwezor,NA,NA
5,6,Iain,NA,NA
5,6,Jordan,NA,NA
5,6,Norman,NA,NA
5,7,Chetna,6,IN
5,7,Diana,NA,IN
5,7,Luis,5,IN
5,7,Martha,3,IN
5,7,Nancy,2,IN
5,7,Kate,4,OUT
5,7,Richard,1,STAR BAKER
5,7,Claire,NA,NA
5,7,Enwezor,NA,NA
5,7,Iain,NA,NA
5,7,Jordan,NA,NA
5,7,Norman,NA,NA
5,8,Chetna,1,IN
5,8,Diana,NA,IN
5,8,Luis,2,IN
5,8,Nancy,3,IN
5,8,Martha,5,OUT
5,8,Richard,4,STAR BAKER
5,8,Claire,NA,NA
5,8,Enwezor,NA,NA
5,8,Iain,NA,NA
5,8,Jordan,NA,NA
5,8,Kate,NA,NA
5,8,Norman,NA,NA
5,9,Diana,NA,IN
5,9,Luis,1,IN
5,9,Nancy,3,IN
5,9,Chetna,4,OUT
5,9,Richard,2,STAR BAKER
5,9,Claire,NA,NA
5,9,Enwezor,NA,NA
5,9,Iain,NA,NA
5,9,Jordan,NA,NA
5,9,Kate,NA,NA
5,9,Martha,NA,NA
5,9,Norman,NA,NA
5,10,Diana,NA,IN
5,10,Luis,2,Runner-up
5,10,Richard,3,Runner-up
5,10,Nancy,1,WINNER
5,10,Chetna,NA,NA
5,10,Claire,NA,NA
5,10,Enwezor,NA,NA
5,10,Iain,NA,NA
5,10,Jordan,NA,NA
5,10,Kate,NA,NA
5,10,Martha,NA,NA
5,10,Norman,NA,NA
6,1,Alvin,2,IN
6,1,Dorret,5,IN
6,1,Flora,6,IN
6,1,Ian,8,IN
6,1,Mat,7,IN
6,1,Nadiya,12,IN
6,1,Paul,10,IN
6,1,Sandy,9,IN
6,1,Tamal,4,IN
6,1,Ugnė,1,IN
6,1,Stu,11,OUT
6,1,Marie,3,STAR BAKER
6,2,Alvin,6,IN
6,2,Dorret,1,IN
6,2,Flora,2,IN
6,2,Mat,5,IN
6,2,Nadiya,9,IN
6,2,Paul,10,IN
6,2,Sandy,4,IN
6,2,Tamal,8,IN
6,2,Ugnė,7,IN
6,2,Marie,11,OUT
6,2,Ian,3,STAR BAKER
6,2,Stu,NA,NA
6,3,Alvin,4,IN
6,3,Flora,2,IN
6,3,Mat,8,IN
6,3,Nadiya,9,IN
6,3,Paul,10,IN
6,3,Sandy,7,IN
6,3,Tamal,3,IN
6,3,Ugnė,5,IN
6,3,Dorret,6,OUT
6,3,Ian,1,STAR BAKER
6,3,Marie,NA,NA
6,3,Stu,NA,NA
6,4,Alvin,9,IN
6,4,Flora,3,IN
6,4,Mat,7,IN
6,4,Nadiya,8,IN
6,4,Paul,1,IN
6,4,Tamal,5,IN
6,4,Ugnė,2,IN
6,4,Sandy,6,OUT
6,4,Ian,4,STAR BAKER
6,4,Dorret,NA,NA
6,4,Marie,NA,NA
6,4,Stu,NA,NA
6,5,Alvin,8,IN
6,5,Flora,3,IN
6,5,Ian,5,IN
6,5,Mat,4,IN
6,5,Paul,2,IN
6,5,Tamal,7,IN
6,5,Ugnė,6,OUT
6,5,Nadiya,1,STAR BAKER
6,5,Dorret,NA,NA
6,5,Marie,NA,NA
6,5,Sandy,NA,NA
6,5,Stu,NA,NA
6,6,Flora,2,IN
6,6,Ian,3,IN
6,6,Nadiya,4,IN
6,6,Paul,5,IN
6,6,Tamal,7,IN
6,6,Alvin,6,OUT
6,6,Mat,1,STAR BAKER
6,6,Dorret,NA,NA
6,6,Marie,NA,NA
6,6,Sandy,NA,NA
6,6,Stu,NA,NA
6,6,Ugnė,NA,NA
6,7,Flora,4,IN
6,7,Ian,5,IN
6,7,Nadiya,1,IN
6,7,Paul,2,IN
6,7,Mat,6,OUT
6,7,Tamal,3,STAR BAKER
6,7,Alvin,NA,NA
6,7,Dorret,NA,NA
6,7,Marie,NA,NA
6,7,Sandy,NA,NA
6,7,Stu,NA,NA
6,7,Ugnė,NA,NA
6,8,Flora,3,IN
6,8,Ian,2,IN
6,8,Tamal,4,IN
6,8,Paul,5,OUT
6,8,Nadiya,1,STAR BAKER
6,8,Alvin,NA,NA
6,8,Dorret,NA,NA
6,8,Marie,NA,NA
6,8,Mat,NA,NA
6,8,Sandy,NA,NA
6,8,Stu,NA,NA
6,8,Ugnė,NA,NA
6,9,Ian,3,IN
6,9,Tamal,2,IN
6,9,Flora,1,OUT
6,9,Nadiya,4,STAR BAKER
6,9,Alvin,NA,NA
6,9,Dorret,NA,NA
6,9,Marie,NA,NA
6,9,Mat,NA,NA
6,9,Paul,NA,NA
6,9,Sandy,NA,NA
6,9,Stu,NA,NA
6,9,Ugnė,NA,NA
6,10,Ian,2,Runner-up
6,10,Tamal,3,Runner-up
6,10,Nadiya,1,WINNER
6,10,Alvin,NA,NA
6,10,Dorret,NA,NA
6,10,Flora,NA,NA
6,10,Marie,NA,NA
6,10,Mat,NA,NA
6,10,Paul,NA,NA
6,10,Sandy,NA,NA
6,10,Stu,NA,NA
6,10,Ugnė,NA,NA
7,1,Andrew,12,IN
7,1,Benjamina,6,IN
7,1,Candice,5,IN
7,1,Kate,4,IN
7,1,Louise,9,IN
7,1,Michael,3,IN
7,1,Rav,8,IN
7,1,Selasi,1,IN
7,1,Tom,2,IN
7,1,Val,10,IN
7,1,Lee,11,OUT
7,1,Jane,7,STAR BAKER
7,2,Andrew,4,IN
7,2,Benjamina,3,IN
7,2,Jane,2,IN
7,2,Kate,1,IN
7,2,Michael,9,IN
7,2,Rav,6,IN
7,2,Selasi,11,IN
7,2,Tom,7,IN
7,2,Val,5,IN
7,2,Louise,10,OUT
7,2,Candice,8,STAR BAKER
7,2,Lee,NA,NA
7,3,Andrew,2,IN
7,3,Benjamina,6,IN
7,3,Candice,3,IN
7,3,Jane,9,IN
7,3,Kate,8,IN
7,3,Rav,10,IN
7,3,Selasi,5,IN
7,3,Val,1,IN
7,3,Michael,7,OUT
7,3,Tom,4,STAR BAKER
7,3,Lee,NA,NA
7,3,Louise,NA,NA
7,4,Andrew,4,IN
7,4,Candice,2,IN
7,4,Jane,3,IN
7,4,Rav,9,IN
7,4,Selasi,8,IN
7,4,Tom,5,IN
7,4,Val,6,IN
7,4,Kate,7,OUT
7,4,Benjamina,1,STAR BAKER
7,4,Lee,NA,NA
7,4,Louise,NA,NA
7,4,Michael,NA,NA
7,5,Andrew,6,IN
7,5,Benjamina,5,IN
7,5,Jane,1,IN
7,5,Rav,8,IN
7,5,Selasi,3,IN
7,5,Tom,4,IN
7,5,Val,7,OUT
7,5,Candice,2,STAR BAKER
7,5,Kate,NA,NA
7,5,Lee,NA,NA
7,5,Louise,NA,NA
7,5,Michael,NA,NA
7,6,Andrew,6,IN
7,6,Benjamina,2,IN
7,6,Candice,5,IN
7,6,Jane,4,IN
7,6,Selasi,7,IN
7,6,Rav,3,OUT
7,6,Tom,1,STAR BAKER
7,6,Kate,NA,NA
7,6,Lee,NA,NA
7,6,Louise,NA,NA
7,6,Michael,NA,NA
7,6,Val,NA,NA
7,7,Benjamina,3,IN
7,7,Candice,2,IN
7,7,Jane,4,IN
7,7,Selasi,6,IN
7,7,Tom,5,OUT
7,7,Andrew,1,STAR BAKER
7,7,Kate,NA,NA
7,7,Lee,NA,NA
7,7,Louise,NA,NA
7,7,Michael,NA,NA
7,7,Rav,NA,NA
7,7,Val,NA,NA
7,8,Andrew,2,IN
7,8,Jane,5,IN
7,8,Selasi,3,IN
7,8,Benjamina,4,OUT
7,8,Candice,1,STAR BAKER
7,8,Kate,NA,NA
7,8,Lee,NA,NA
7,8,Louise,NA,NA
7,8,Michael,NA,NA
7,8,Rav,NA,NA
7,8,Tom,NA,NA
7,8,Val,NA,NA
7,9,Candice,3,IN
7,9,Jane,1,IN
7,9,Selasi,4,OUT
7,9,Andrew,2,STAR BAKER
7,9,Benjamina,NA,NA
7,9,Kate,NA,NA
7,9,Lee,NA,NA
7,9,Louise,NA,NA
7,9,Michael,NA,NA
7,9,Rav,NA,NA
7,9,Tom,NA,NA
7,9,Val,NA,NA
7,10,Andrew,1,Runner-up
7,10,Jane,3,Runner-up
7,10,Candice,2,WINNER
7,10,Benjamina,NA,NA
7,10,Kate,NA,NA
7,10,Lee,NA,NA
7,10,Louise,NA,NA
7,10,Michael,NA,NA
7,10,Rav,NA,NA
7,10,Selasi,NA,NA
7,10,Tom,NA,NA
7,10,Val,NA,NA
8,1,Chris,12,IN
8,1,Flo,9,IN
8,1,James,2,IN
8,1,Julia,3,IN
8,1,Kate,1,IN
8,1,Liam,8,IN
8,1,Sophie,5,IN
8,1,Stacey,11,IN
8,1,Tom,7,IN
8,1,Yan,4,IN
8,1,Peter,10,OUT
8,1,Steven,6,STAR BAKER
8,2,Flo,10,IN
8,2,James,3,IN
8,2,Julia,4,IN
8,2,Kate,8,IN
8,2,Liam,7,IN
8,2,Sophie,2,IN
8,2,Stacey,9,IN
8,2,Tom,5,IN
8,2,Yan,1,IN
8,2,Chris,11,OUT
8,2,Steven,6,STAR BAKER
8,2,Peter,NA,NA
8,3,James,9,IN
8,3,Kate,10,IN
8,3,Liam,5,IN
8,3,Sophie,6,IN
8,3,Stacey,1,IN
8,3,Steven,3,IN
8,3,Tom,4,IN
8,3,Yan,8,IN
8,3,Flo,7,OUT
8,3,Julia,2,STAR BAKER
8,3,Chris,NA,NA
8,3,Peter,NA,NA
8,4,James,2,IN
8,4,Julia,9,IN
8,4,Liam,3,IN
8,4,Sophie,4,IN
8,4,Stacey,1,IN
8,4,Steven,7,IN
8,4,Yan,8,IN
8,4,Tom,5,OUT
8,4,Kate,6,STAR BAKER
8,4,Chris,NA,NA
8,4,Flo,NA,NA
8,4,Peter,NA,NA
8,5,Julia,3,IN
8,5,Kate,8,IN
8,5,Liam,2,IN
8,5,Stacey,4,IN
8,5,Steven,5,IN
8,5,Yan,6,IN
8,5,James,7,OUT
8,5,Sophie,1,STAR BAKER
8,5,Chris,NA,NA
8,5,Flo,NA,NA
8,5,Peter,NA,NA
8,5,Tom,NA,NA
8,6,Kate,5,IN
8,6,Sophie,2,IN
8,6,Stacey,6,IN
8,6,Steven,3,IN
8,6,Yan,1,IN
8,6,Julia,7,OUT
8,6,Liam,4,STAR BAKER
8,6,Chris,NA,NA
8,6,Flo,NA,NA
8,6,James,NA,NA
8,6,Peter,NA,NA
8,6,Tom,NA,NA
8,7,Kate,6,IN
8,7,Liam,2,IN
8,7,Sophie,3,IN
8,7,Stacey,4,IN
8,7,Yan,5,OUT
8,7,Steven,1,STAR BAKER
8,7,Chris,NA,NA
8,7,Flo,NA,NA
8,7,James,NA,NA
8,7,Julia,NA,NA
8,7,Peter,NA,NA
8,7,Tom,NA,NA
8,8,Kate,2,IN
8,8,Sophie,4,IN
8,8,Steven,1,IN
8,8,Liam,5,OUT
8,8,Stacey,3,STAR BAKER
8,8,Chris,NA,NA
8,8,Flo,NA,NA
8,8,James,NA,NA
8,8,Julia,NA,NA
8,8,Peter,NA,NA
8,8,Tom,NA,NA
8,8,Yan,NA,NA
8,9,Kate,4,IN
8,9,Steven,3,IN
8,9,Stacey,2,OUT
8,9,Sophie,1,STAR BAKER
8,9,Chris,NA,NA
8,9,Flo,NA,NA
8,9,James,NA,NA
8,9,Julia,NA,NA
8,9,Liam,NA,NA
8,9,Peter,NA,NA
8,9,Tom,NA,NA
8,9,Yan,NA,NA
8,10,Kate,3,Runner-up
8,10,Steven,1,Runner-up
8,10,Sophie,2,WINNER
8,10,Chris,NA,NA
8,10,Flo,NA,NA
8,10,James,NA,NA
8,10,Julia,NA,NA
8,10,Liam,NA,NA
8,10,Peter,NA,NA
8,10,Stacey,NA,NA
8,10,Tom,NA,NA
8,10,Yan,NA,NA
9,1,Antony,12,IN
9,1,Briony,2,IN
9,1,Dan,4,IN
9,1,Jon,5,IN
9,1,Karen,6,IN
9,1,Kim-Joy,10,IN
9,1,Luke,8,IN
9,1,Rahul,7,IN
9,1,Ruby,1,IN
9,1,Terry,9,IN
9,1,Imelda,11,OUT
9,1,Manon,3,STAR BAKER
9,2,Antony,9,IN
9,2,Briony,5,IN
9,2,Dan,3,IN
9,2,Jon,1,IN
9,2,Karen,11,IN
9,2,Kim-Joy,4,IN
9,2,Manon,6,IN
9,2,Ruby,10,IN
9,2,Terry,8,IN
9,2,Luke,7,OUT
9,2,Rahul,2,STAR BAKER
9,2,Imelda,NA,NA
9,3,Briony,9,IN
9,3,Dan,6,IN
9,3,Jon,2,IN
9,3,Karen,5,IN
9,3,Kim-Joy,10,IN
9,3,Manon,3,IN
9,3,Ruby,7,IN
9,3,Terry,1,IN
9,3,Antony,8,OUT
9,3,Rahul,4,STAR BAKER
9,3,Imelda,NA,NA
9,3,Luke,NA,NA
9,4,Terry,NA,[a]
9,4,Briony,5,IN
9,4,Jon,3,IN
9,4,Karen,7,IN
9,4,Kim-Joy,6,IN
9,4,Manon,8,IN
9,4,Rahul,4,IN
9,4,Ruby,2,IN
9,4,Dan,1,STAR BAKER
9,4,Antony,NA,NA
9,4,Imelda,NA,NA
9,4,Luke,NA,NA
9,5,Briony,6,IN
9,5,Dan,2,IN
9,5,Jon,7,IN
9,5,Manon,5,IN
9,5,Rahul,3,IN
9,5,Ruby,1,IN
9,5,Karen,9,OUT
9,5,Terry,8,OUT
9,5,Kim-Joy,4,STAR BAKER
9,5,Antony,NA,NA
9,5,Imelda,NA,NA
9,5,Luke,NA,NA
9,6,Jon,2,IN
9,6,Kim-Joy,5,IN
9,6,Manon,4,IN
9,6,Rahul,3,IN
9,6,Ruby,7,IN
9,6,Dan,6,OUT
9,6,Briony,1,STAR BAKER
9,6,Antony,NA,NA
9,6,Imelda,NA,NA
9,6,Karen,NA,NA
9,6,Luke,NA,NA
9,6,Terry,NA,NA
9,7,Briony,5,IN
9,7,Manon,2,IN
9,7,Rahul,1,IN
9,7,Ruby,3,IN
9,7,Jon,4,OUT
9,7,Kim-Joy,6,STAR BAKER
9,7,Antony,NA,NA
9,7,Dan,NA,NA
9,7,Imelda,NA,NA
9,7,Karen,NA,NA
9,7,Luke,NA,NA
